customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchase,payment_method,frequency_of_purchase
2871,47,Female,Jewelry,Accessories,63,North Dakota,M,Blue,Winter,4.8,FALSE,Free Shipping,FALSE,FALSE,49,Debit Card,Every 3 Months
2872,46,Female,Shorts,Clothing,44,Idaho,S,Black,Summer,2.7,FALSE,2-Day Shipping,FALSE,FALSE,40,Venmo,Bi-Weekly
2873,63,Female,Jewelry,Accessories,82,Connecticut,L,Olive,Fall,2.6,FALSE,Next Day Air,FALSE,FALSE,5,Cash,Annually
2874,44,Female,Sweater,Clothing,47,Montana,M,Teal,Spring,2.6,FALSE,Free Shipping,FALSE,FALSE,8,Bank Transfer,Monthly
2875,36,Female,Shirt,Clothing,93,Colorado,L,Silver,Summer,3.1,FALSE,Standard,FALSE,FALSE,2,Debit Card,Annually
2876,24,Female,Pants,Clothing,115,Kentucky,M,Pink,Fall,2.6,FALSE,Free Shipping,FALSE,FALSE,14,Debit Card,Weekly
2877,65,Female,Hoodie,Clothing,95,New Mexico,M,Charcoal,Spring,3.4,FALSE,2-Day Shipping,FALSE,FALSE,5,Bank Transfer,Fortnightly
2878,32,Female,Socks,Clothing,152,New Jersey,M,Silver,Summer,3.6,FALSE,Standard,FALSE,FALSE,34,Venmo,Monthly
2879,63,Female,Dress,Clothing,34,California,L,Turquoise,Summer,4.3,FALSE,Next Day Air,FALSE,FALSE,13,Bank Transfer,Annually
2880,62,Female,Blouse,Clothing,64,North Dakota,XL,Turquoise,Winter,4.9,FALSE,Free Shipping,FALSE,FALSE,31,Venmo,Annually
2881,19,Female,Skirt,Clothing,142,Florida,L,Beige,Winter,4.8,FALSE,Store Pickup,FALSE,FALSE,43,PayPal,Quarterly
2882,38,Female,Backpack,Accessories,73,Texas,M,Cyan,Winter,4.2,FALSE,Free Shipping,FALSE,FALSE,6,Bank Transfer,Annually
2883,59,Female,Blouse,Clothing,91,Oklahoma,L,Gold,Winter,2.6,FALSE,Store Pickup,FALSE,FALSE,23,Credit Card,Bi-Weekly
2884,22,Female,Socks,Clothing,189,Rhode Island,XL,Silver,Spring,3.2,FALSE,Standard,FALSE,FALSE,10,PayPal,Weekly
2885,55,Female,Boots,Footwear,75,Arkansas,M,Purple,Summer,3.4,FALSE,2-Day Shipping,FALSE,FALSE,47,Credit Card,Every 3 Months
2886,29,Female,Backpack,Accessories,146,Nevada,M,Yellow,Summer,3.5,FALSE,Next Day Air,FALSE,FALSE,14,Credit Card,Bi-Weekly
2887,42,Female,Hat,Accessories,96,Utah,L,Blue,Spring,4.2,FALSE,Free Shipping,FALSE,FALSE,29,PayPal,Weekly
2888,23,Female,Sandals,Footwear,153,Kentucky,L,Blue,Winter,2.8,FALSE,Express,FALSE,FALSE,12,Cash,Bi-Weekly
2889,70,Female,Hoodie,Clothing,134,Wisconsin,L,Green,Spring,5,FALSE,2-Day Shipping,FALSE,FALSE,25,Debit Card,Quarterly
2890,64,Female,Sunglasses,Accessories,45,Minnesota,M,Charcoal,Fall,3.3,FALSE,Store Pickup,FALSE,FALSE,21,Venmo,Annually
2891,39,Female,Jeans,Clothing,97,North Dakota,M,Violet,Winter,3.7,FALSE,Free Shipping,FALSE,FALSE,23,Credit Card,Monthly
2892,47,Female,T-shirt,Clothing,53,Ohio,XL,Black,Winter,2.5,FALSE,Free Shipping,FALSE,FALSE,10,PayPal,Monthly
2893,22,Female,Dress,Clothing,137,Nevada,M,Teal,Spring,3.2,FALSE,Standard,FALSE,FALSE,47,Credit Card,Monthly
2894,69,Female,Belt,Accessories,104,Kentucky,S,Orange,Spring,3.1,FALSE,Free Shipping,FALSE,FALSE,44,Debit Card,Every 3 Months
2895,35,Female,Jewelry,Accessories,170,Kentucky,S,Brown,Spring,3.5,FALSE,Standard,FALSE,FALSE,41,Venmo,Annually
2896,56,Female,Hoodie,Clothing,73,Montana,L,Green,Summer,4.6,FALSE,Standard,FALSE,FALSE,29,Bank Transfer,Monthly
2897,30,Female,Blouse,Clothing,60,Delaware,M,Silver,Summer,3.3,FALSE,Free Shipping,FALSE,FALSE,2,Venmo,Every 3 Months
2898,43,Female,Jacket,Outerwear,66,Montana,L,Violet,Fall,2.5,FALSE,Free Shipping,FALSE,FALSE,2,Cash,Fortnightly
2899,23,Female,Sneakers,Footwear,102,New Jersey,XL,Peach,Summer,4.6,FALSE,Express,FALSE,FALSE,29,Credit Card,Annually
2900,50,Female,Boots,Footwear,80,Nebraska,M,Gold,Spring,4.2,FALSE,2-Day Shipping,FALSE,FALSE,22,Bank Transfer,Fortnightly
2901,41,Female,Blouse,Clothing,83,Maryland,XL,Violet,Winter,4,FALSE,Standard,FALSE,FALSE,23,Cash,Bi-Weekly
2902,41,Female,Blouse,Clothing,114,Alabama,L,Olive,Winter,2.6,FALSE,Free Shipping,FALSE,FALSE,46,Credit Card,Quarterly
2903,27,Female,Boots,Footwear,90,North Carolina,S,Orange,Spring,4.6,FALSE,Standard,FALSE,FALSE,19,PayPal,Bi-Weekly
2904,38,Female,Scarf,Accessories,166,Delaware,S,Teal,Spring,3.5,FALSE,2-Day Shipping,FALSE,FALSE,24,Credit Card,Every 3 Months
2905,41,Female,Sandals,Footwear,113,Iowa,M,Gray,Spring,4,FALSE,2-Day Shipping,FALSE,FALSE,43,Venmo,Monthly
2906,58,Female,Sunglasses,Accessories,31,New York,L,Black,Winter,4.8,FALSE,Standard,FALSE,FALSE,14,Debit Card,Fortnightly
2907,58,Female,Coat,Outerwear,64,Virginia,M,Indigo,Spring,3.9,FALSE,Standard,FALSE,FALSE,7,Venmo,Annually
2908,19,Female,Sunglasses,Accessories,81,Maryland,XL,Lavender,Summer,3.7,FALSE,Next Day Air,FALSE,FALSE,50,PayPal,Bi-Weekly
2909,43,Female,Blouse,Clothing,126,Texas,M,Beige,Winter,3.1,FALSE,Store Pickup,FALSE,FALSE,15,Debit Card,Every 3 Months
2910,27,Female,Backpack,Accessories,68,Louisiana,M,Indigo,Winter,3,FALSE,Next Day Air,FALSE,FALSE,40,Credit Card,Every 3 Months
2911,32,Female,Belt,Accessories,77,Mississippi,M,Blue,Summer,2.9,FALSE,Store Pickup,FALSE,FALSE,41,Credit Card,Monthly
2912,28,Female,Socks,Clothing,157,Ohio,XL,Orange,Fall,2.9,FALSE,Next Day Air,FALSE,FALSE,34,Venmo,Quarterly
2913,48,Female,Shoes,Footwear,109,Oregon,M,Yellow,Winter,4,FALSE,Standard,FALSE,FALSE,27,Cash,Bi-Weekly
2914,43,Female,Coat,Outerwear,141,Wyoming,L,Cyan,Winter,3.5,FALSE,Express,FALSE,FALSE,12,Cash,Every 3 Months
2915,45,Female,Sweater,Clothing,116,Pennsylvania,M,Yellow,Fall,3.8,FALSE,Express,FALSE,FALSE,1,Debit Card,Bi-Weekly
2916,26,Female,Shirt,Clothing,175,Oregon,M,Cyan,Fall,4.5,FALSE,Express,FALSE,FALSE,39,Debit Card,Bi-Weekly
2917,62,Female,Shorts,Clothing,47,Oklahoma,M,Green,Winter,2.7,FALSE,Express,FALSE,FALSE,13,Credit Card,Bi-Weekly
2918,58,Female,Shirt,Clothing,80,Colorado,XL,White,Winter,2.9,FALSE,Store Pickup,FALSE,FALSE,50,Venmo,Annually
2919,19,Female,Sunglasses,Accessories,184,New York,S,Black,Fall,4.9,FALSE,Free Shipping,FALSE,FALSE,36,Cash,Weekly
2920,64,Female,Shoes,Footwear,56,Minnesota,L,Charcoal,Winter,3.8,FALSE,Standard,FALSE,FALSE,31,Debit Card,Monthly
2921,33,Female,Sunglasses,Accessories,100,Texas,XL,Brown,Spring,4.9,FALSE,Free Shipping,FALSE,FALSE,3,Debit Card,Bi-Weekly
2922,20,Female,Handbag,Accessories,163,Wisconsin,M,Cyan,Fall,4.6,FALSE,Standard,FALSE,FALSE,11,Cash,Fortnightly
2923,45,Female,Sunglasses,Accessories,172,Kentucky,L,Beige,Winter,3.5,FALSE,Express,FALSE,FALSE,16,PayPal,Quarterly
2924,28,Female,Shirt,Clothing,75,Pennsylvania,M,Magenta,Spring,4.2,FALSE,2-Day Shipping,FALSE,FALSE,12,Cash,Quarterly
2925,47,Female,Shirt,Clothing,153,Rhode Island,L,Indigo,Winter,3.7,FALSE,Free Shipping,FALSE,FALSE,37,Debit Card,Every 3 Months
2926,54,Female,Sweater,Clothing,90,Illinois,M,Maroon,Spring,2.8,FALSE,Store Pickup,FALSE,FALSE,43,Credit Card,Every 3 Months
2927,64,Female,Handbag,Accessories,92,Maryland,M,Gray,Winter,4.8,FALSE,2-Day Shipping,FALSE,FALSE,9,Cash,Weekly
2928,45,Female,Shirt,Clothing,80,Missouri,M,Black,Summer,2.7,FALSE,Express,FALSE,FALSE,15,Venmo,Bi-Weekly
2929,40,Female,Jewelry,Accessories,57,Alabama,L,Yellow,Spring,3.6,FALSE,Store Pickup,FALSE,FALSE,17,Credit Card,Weekly
2930,31,Female,Socks,Clothing,135,Maine,XL,White,Winter,4.5,FALSE,Next Day Air,FALSE,FALSE,42,Venmo,Fortnightly
2931,38,Female,T-shirt,Clothing,97,Mississippi,M,Orange,Spring,4,FALSE,Free Shipping,FALSE,FALSE,14,Venmo,Monthly
2932,36,Female,Jewelry,Accessories,119,Alabama,M,Magenta,Fall,4.5,FALSE,2-Day Shipping,FALSE,FALSE,49,Credit Card,Bi-Weekly
2933,65,Female,Backpack,Accessories,117,Alaska,L,Black,Spring,3.9,FALSE,Express,FALSE,FALSE,3,PayPal,Quarterly
2934,27,Female,Hat,Accessories,123,Illinois,M,Brown,Summer,3.8,FALSE,Standard,FALSE,FALSE,28,Venmo,Monthly
2935,38,Female,Gloves,Accessories,152,Idaho,M,Orange,Fall,4.7,FALSE,Next Day Air,FALSE,FALSE,41,Bank Transfer,Quarterly
2936,58,Female,Sneakers,Footwear,42,North Carolina,XL,Gray,Spring,4.6,FALSE,Standard,FALSE,FALSE,11,Venmo,Weekly
2937,31,Female,Skirt,Clothing,159,Washington,M,White,Spring,3.6,FALSE,Express,FALSE,FALSE,46,PayPal,Weekly
2938,28,Female,Handbag,Accessories,28,West Virginia,M,White,Spring,4.3,FALSE,2-Day Shipping,FALSE,FALSE,15,Credit Card,Weekly
2939,28,Female,Sunglasses,Accessories,174,Maine,M,Violet,Fall,3,FALSE,Standard,FALSE,FALSE,15,Cash,Monthly
2940,32,Female,Sweater,Clothing,137,Kentucky,M,Beige,Winter,4.3,FALSE,Express,FALSE,FALSE,34,Venmo,Weekly
2941,61,Female,Handbag,Accessories,85,Massachusetts,L,Beige,Summer,4.8,FALSE,Next Day Air,FALSE,FALSE,13,Cash,Monthly
2942,38,Female,Skirt,Clothing,47,Pennsylvania,L,Purple,Spring,3.7,FALSE,Free Shipping,FALSE,FALSE,27,PayPal,Monthly
2943,54,Female,Socks,Clothing,74,Hawaii,M,Brown,Summer,2.6,FALSE,Free Shipping,FALSE,FALSE,37,Bank Transfer,Weekly
2944,29,Female,Shirt,Clothing,31,Virginia,M,Orange,Spring,3.4,FALSE,Standard,FALSE,FALSE,37,Credit Card,Monthly
2945,50,Female,Sneakers,Footwear,126,New York,XL,Cyan,Summer,3.9,FALSE,Free Shipping,FALSE,FALSE,4,Venmo,Every 3 Months
2946,32,Female,Belt,Accessories,62,Delaware,M,Charcoal,Summer,4.8,FALSE,Free Shipping,FALSE,FALSE,1,Credit Card,Every 3 Months
2947,38,Female,Pants,Clothing,72,Hawaii,L,Purple,Spring,2.8,FALSE,Free Shipping,FALSE,FALSE,29,Bank Transfer,Quarterly
2948,52,Female,Jewelry,Accessories,162,Nebraska,L,Peach,Spring,4.4,FALSE,Standard,FALSE,FALSE,50,Venmo,Annually
2949,61,Female,Pants,Clothing,35,Vermont,M,Violet,Winter,3.1,FALSE,Standard,FALSE,FALSE,38,Debit Card,Bi-Weekly
2950,25,Female,Jewelry,Accessories,51,Iowa,M,Peach,Spring,3.8,FALSE,Store Pickup,FALSE,FALSE,15,PayPal,Annually
2951,22,Female,Jeans,Clothing,143,Iowa,S,Maroon,Winter,4.1,FALSE,2-Day Shipping,FALSE,FALSE,44,Debit Card,Every 3 Months
2952,47,Female,Scarf,Accessories,61,Arkansas,L,Maroon,Fall,4.6,FALSE,Free Shipping,FALSE,FALSE,14,Cash,Weekly
2953,50,Female,Belt,Accessories,122,Alabama,M,Peach,Spring,4.9,FALSE,Next Day Air,FALSE,FALSE,5,Debit Card,Monthly
2954,45,Female,Dress,Clothing,163,Maryland,M,Silver,Summer,4.8,FALSE,Next Day Air,FALSE,FALSE,11,Credit Card,Annually
2955,33,Female,T-shirt,Clothing,64,South Dakota,M,Indigo,Winter,3.9,FALSE,Express,FALSE,FALSE,15,Credit Card,Annually
2956,42,Female,Boots,Footwear,78,Vermont,M,Silver,Winter,2.6,FALSE,Free Shipping,FALSE,FALSE,46,Credit Card,Annually
2957,52,Female,Dress,Clothing,89,Montana,M,Olive,Fall,3.7,FALSE,Standard,FALSE,FALSE,30,Venmo,Monthly
2958,69,Female,Jewelry,Accessories,101,South Dakota,S,Gray,Fall,4.7,FALSE,Standard,FALSE,FALSE,2,Cash,Annually
2959,55,Female,Skirt,Clothing,89,Ohio,M,Black,Summer,4.5,FALSE,Standard,FALSE,FALSE,28,PayPal,Monthly
2960,38,Female,Handbag,Accessories,102,Texas,L,Maroon,Summer,4.7,FALSE,Free Shipping,FALSE,FALSE,9,PayPal,Quarterly
2961,57,Female,Coat,Outerwear,89,Indiana,S,Olive,Spring,3.6,FALSE,Standard,FALSE,FALSE,47,Credit Card,Weekly
2962,33,Female,Hoodie,Clothing,86,New Hampshire,S,Gold,Fall,2.8,FALSE,Free Shipping,FALSE,FALSE,21,Debit Card,Bi-Weekly
2963,57,Female,Pants,Clothing,26,California,L,Pink,Fall,4,FALSE,Express,FALSE,FALSE,42,Credit Card,Every 3 Months
2964,52,Female,Boots,Footwear,153,Maine,M,Brown,Spring,3.6,FALSE,Free Shipping,FALSE,FALSE,28,Credit Card,Weekly
2965,44,Female,Coat,Outerwear,131,Ohio,S,White,Fall,3.8,FALSE,2-Day Shipping,FALSE,FALSE,13,Venmo,Fortnightly
2966,48,Female,Scarf,Accessories,70,Delaware,M,Blue,Summer,4.4,FALSE,Standard,FALSE,FALSE,25,PayPal,Fortnightly
2967,52,Female,Boots,Footwear,33,Oklahoma,L,Orange,Fall,2.8,FALSE,Store Pickup,FALSE,FALSE,38,Debit Card,Every 3 Months
2968,34,Female,Sneakers,Footwear,116,Indiana,L,Silver,Summer,3.4,FALSE,Free Shipping,FALSE,FALSE,40,Venmo,Annually
2969,26,Female,Sweater,Clothing,47,South Carolina,S,Gray,Fall,4.9,FALSE,Express,FALSE,FALSE,25,Cash,Every 3 Months
2970,36,Female,Belt,Accessories,133,Vermont,S,Blue,Fall,4.3,FALSE,Next Day Air,FALSE,FALSE,20,Cash,Every 3 Months
2971,24,Female,Jewelry,Accessories,133,Kansas,M,White,Winter,3.4,FALSE,Free Shipping,FALSE,FALSE,44,Credit Card,Bi-Weekly
2972,30,Female,Handbag,Accessories,92,Utah,L,Yellow,Fall,3.9,FALSE,Next Day Air,FALSE,FALSE,9,PayPal,Every 3 Months
2973,31,Female,Jacket,Outerwear,29,New York,S,Indigo,Fall,4.2,FALSE,Free Shipping,FALSE,FALSE,11,Venmo,Every 3 Months
2974,25,Female,Boots,Footwear,139,Indiana,M,Blue,Summer,2.7,FALSE,Store Pickup,FALSE,FALSE,3,Bank Transfer,Fortnightly
2975,57,Female,Sneakers,Footwear,38,Tennessee,XL,Peach,Summer,4.1,FALSE,Store Pickup,FALSE,FALSE,34,Credit Card,Weekly
2976,61,Female,Scarf,Accessories,49,Georgia,XL,Lavender,Winter,4.5,FALSE,2-Day Shipping,FALSE,FALSE,48,Cash,Every 3 Months
2977,30,Female,Coat,Outerwear,103,Nebraska,M,Silver,Summer,2.8,FALSE,Express,FALSE,FALSE,28,Cash,Fortnightly
2978,38,Female,Shorts,Clothing,162,Washington,L,Gold,Winter,3.4,FALSE,Standard,FALSE,FALSE,20,Venmo,Annually
2979,53,Female,Shorts,Clothing,158,Idaho,S,Cyan,Spring,3.9,FALSE,Free Shipping,FALSE,FALSE,49,Bank Transfer,Fortnightly
2980,31,Female,Jeans,Clothing,29,Louisiana,L,Olive,Fall,2.6,FALSE,Next Day Air,FALSE,FALSE,14,PayPal,Weekly
2981,70,Female,Gloves,Accessories,44,New Jersey,L,Teal,Fall,4.4,FALSE,2-Day Shipping,FALSE,FALSE,9,Bank Transfer,Monthly
2982,21,Female,Pants,Clothing,96,Delaware,L,Pink,Winter,4.9,FALSE,Standard,FALSE,FALSE,37,Venmo,Annually
2983,33,Female,Dress,Clothing,29,Wisconsin,M,Orange,Summer,3.6,FALSE,Store Pickup,FALSE,FALSE,4,Credit Card,Weekly
2984,60,Female,Pants,Clothing,96,West Virginia,M,Charcoal,Winter,2.8,FALSE,2-Day Shipping,FALSE,FALSE,1,Credit Card,Quarterly
2985,45,Female,Gloves,Accessories,98,Texas,L,Red,Spring,4.3,FALSE,2-Day Shipping,FALSE,FALSE,36,Debit Card,Bi-Weekly
2986,46,Female,Belt,Accessories,133,Hawaii,S,Teal,Summer,3,FALSE,Express,FALSE,FALSE,21,Cash,Bi-Weekly
2987,62,Female,Belt,Accessories,95,Arizona,S,Silver,Summer,3.3,FALSE,2-Day Shipping,FALSE,FALSE,16,Credit Card,Monthly
2988,63,Female,Skirt,Clothing,49,Louisiana,L,Black,Winter,2.5,FALSE,Store Pickup,FALSE,FALSE,42,Cash,Monthly
2989,69,Female,Socks,Clothing,114,Nevada,S,Pink,Spring,5,FALSE,2-Day Shipping,FALSE,FALSE,31,Debit Card,Monthly
2990,46,Female,Belt,Accessories,123,Rhode Island,XL,Teal,Summer,4.3,FALSE,2-Day Shipping,FALSE,FALSE,6,Credit Card,Weekly
2991,69,Female,Shirt,Clothing,32,Illinois,M,Teal,Fall,4.2,FALSE,Free Shipping,FALSE,FALSE,24,Venmo,Monthly
2992,66,Female,Dress,Clothing,28,Utah,L,Green,Summer,3.9,FALSE,Standard,FALSE,FALSE,7,PayPal,Bi-Weekly
2993,41,Female,Socks,Clothing,40,North Dakota,M,Charcoal,Spring,3.9,FALSE,Store Pickup,FALSE,FALSE,25,Venmo,Weekly
2994,32,Female,Jacket,Outerwear,60,Kansas,L,Indigo,Spring,4.2,FALSE,Free Shipping,FALSE,FALSE,18,Cash,Bi-Weekly
2995,69,Female,Sweater,Clothing,104,Nevada,S,White,Winter,3.5,FALSE,Store Pickup,FALSE,FALSE,14,Bank Transfer,Quarterly
2996,29,Female,Jeans,Clothing,60,Virginia,M,Orange,Summer,2.5,FALSE,Standard,FALSE,FALSE,42,Debit Card,Bi-Weekly
2997,70,Female,Jewelry,Accessories,149,Utah,M,White,Spring,2.9,FALSE,Express,FALSE,FALSE,6,Venmo,Every 3 Months
2998,41,Female,Sweater,Clothing,49,Idaho,S,Yellow,Spring,2.7,FALSE,Next Day Air,FALSE,FALSE,14,Venmo,Every 3 Months
2999,31,Female,Hoodie,Clothing,168,Alaska,M,Red,Summer,4.7,FALSE,Express,FALSE,FALSE,30,Debit Card,Quarterly
3000,31,Female,Sunglasses,Accessories,133,New Hampshire,S,Charcoal,Winter,3.8,FALSE,Standard,FALSE,FALSE,10,Cash,Monthly
3001,57,Female,Sandals,Footwear,56,Ohio,M,Lavender,Winter,3.7,FALSE,Express,FALSE,FALSE,7,PayPal,Weekly
3002,29,Female,Coat,Outerwear,60,Montana,L,Charcoal,Summer,4.7,FALSE,Express,FALSE,FALSE,28,Credit Card,Quarterly
3003,70,Female,Belt,Accessories,43,Louisiana,M,Maroon,Fall,3.6,FALSE,Next Day Air,FALSE,FALSE,19,Bank Transfer,Quarterly
3004,51,Female,Blouse,Clothing,40,Oregon,M,Brown,Fall,2.8,FALSE,Express,FALSE,FALSE,13,Credit Card,Every 3 Months
3005,45,Female,Skirt,Clothing,27,Arizona,M,Lavender,Winter,3.7,FALSE,Store Pickup,FALSE,FALSE,23,Venmo,Fortnightly
3006,18,Female,Shorts,Clothing,159,Alaska,XL,Brown,Spring,3.5,FALSE,Express,FALSE,FALSE,5,Venmo,Weekly
3007,37,Female,Dress,Clothing,102,Utah,M,Olive,Summer,3.7,FALSE,Store Pickup,FALSE,FALSE,17,Venmo,Bi-Weekly
3008,23,Female,Sunglasses,Accessories,79,New York,L,Lavender,Winter,3,FALSE,Next Day Air,FALSE,FALSE,31,Venmo,Weekly
3009,39,Female,Shoes,Footwear,67,New Mexico,M,Gold,Winter,4.9,FALSE,Free Shipping,FALSE,FALSE,19,PayPal,Weekly
3010,62,Female,Belt,Accessories,39,Louisiana,M,Silver,Winter,4.6,FALSE,Free Shipping,FALSE,FALSE,8,Venmo,Fortnightly
3011,70,Female,Belt,Accessories,32,Ohio,M,Violet,Winter,3.3,FALSE,Free Shipping,FALSE,FALSE,15,Credit Card,Annually
3012,20,Female,Belt,Accessories,162,Nevada,S,Brown,Summer,3,FALSE,Next Day Air,FALSE,FALSE,18,Credit Card,Every 3 Months
3013,42,Female,Belt,Accessories,50,Idaho,M,Teal,Fall,3.5,FALSE,Standard,FALSE,FALSE,16,PayPal,Annually
3014,41,Female,Skirt,Clothing,153,Arizona,L,Peach,Summer,4.2,FALSE,Store Pickup,FALSE,FALSE,13,Cash,Monthly
3015,24,Female,T-shirt,Clothing,84,Utah,M,Maroon,Spring,4.5,FALSE,Express,FALSE,FALSE,38,PayPal,Every 3 Months
3016,37,Female,Scarf,Accessories,165,Wyoming,XL,Lavender,Spring,2.8,FALSE,Express,FALSE,FALSE,27,Bank Transfer,Bi-Weekly
3017,30,Female,Blouse,Clothing,118,Indiana,L,Lavender,Summer,4.9,FALSE,Store Pickup,FALSE,FALSE,31,Bank Transfer,Quarterly
3018,58,Female,Sunglasses,Accessories,89,Wisconsin,S,Purple,Summer,3.3,FALSE,Next Day Air,FALSE,FALSE,24,Cash,Bi-Weekly
3019,43,Female,Boots,Footwear,65,Texas,M,Green,Summer,3,FALSE,Free Shipping,FALSE,FALSE,21,Debit Card,Bi-Weekly
3020,19,Female,Jacket,Outerwear,185,Utah,M,Yellow,Winter,3.9,FALSE,2-Day Shipping,FALSE,FALSE,15,PayPal,Annually
3021,23,Female,Jeans,Clothing,148,Arkansas,S,Charcoal,Fall,2.8,FALSE,Store Pickup,FALSE,FALSE,48,Venmo,Every 3 Months
3022,65,Female,Sunglasses,Accessories,116,Pennsylvania,S,Blue,Summer,4.5,FALSE,2-Day Shipping,FALSE,FALSE,47,Cash,Quarterly
3023,58,Female,Sandals,Footwear,37,Georgia,M,Lavender,Fall,4,FALSE,Free Shipping,FALSE,FALSE,23,PayPal,Weekly
3024,50,Female,Backpack,Accessories,61,Indiana,M,Brown,Summer,2.9,FALSE,Express,FALSE,FALSE,4,PayPal,Quarterly
3025,67,Female,Blouse,Clothing,139,Idaho,S,White,Spring,4,FALSE,Free Shipping,FALSE,FALSE,47,Credit Card,Every 3 Months
3026,40,Female,Shoes,Footwear,53,Montana,XL,Green,Summer,3.4,FALSE,Store Pickup,FALSE,FALSE,7,PayPal,Monthly
3027,55,Female,Shirt,Clothing,93,Tennessee,L,Magenta,Fall,2.5,FALSE,Free Shipping,FALSE,FALSE,6,Credit Card,Annually
3028,52,Female,Hoodie,Clothing,97,West Virginia,XL,Peach,Winter,2.8,FALSE,2-Day Shipping,FALSE,FALSE,47,Credit Card,Quarterly
3029,62,Female,Dress,Clothing,75,California,L,Charcoal,Summer,3,FALSE,Free Shipping,FALSE,FALSE,7,PayPal,Every 3 Months
3030,64,Female,Dress,Clothing,60,Georgia,M,Gold,Summer,3.1,FALSE,Free Shipping,FALSE,FALSE,1,Debit Card,Quarterly
3031,43,Female,Sneakers,Footwear,105,Maryland,XL,Purple,Spring,2.6,FALSE,2-Day Shipping,FALSE,FALSE,23,Credit Card,Weekly
3032,61,Female,Blouse,Clothing,32,Idaho,L,Teal,Summer,4.9,FALSE,2-Day Shipping,FALSE,FALSE,30,Credit Card,Monthly
3033,26,Female,Backpack,Accessories,30,California,XL,Green,Summer,3.5,FALSE,Next Day Air,FALSE,FALSE,24,Credit Card,Quarterly
3034,22,Female,Sweater,Clothing,120,Alabama,L,Orange,Spring,2.6,FALSE,Store Pickup,FALSE,FALSE,9,PayPal,Weekly
3035,51,Female,Boots,Footwear,76,Utah,L,Peach,Spring,3.5,FALSE,2-Day Shipping,FALSE,FALSE,25,Credit Card,Quarterly
3036,69,Female,Handbag,Accessories,28,Kentucky,M,Gold,Spring,4.5,FALSE,Free Shipping,FALSE,FALSE,18,Cash,Bi-Weekly
3037,50,Female,Hoodie,Clothing,168,Vermont,S,Violet,Spring,4.3,FALSE,Next Day Air,FALSE,FALSE,7,Venmo,Fortnightly
3038,51,Female,Belt,Accessories,167,Iowa,L,Charcoal,Summer,4.8,FALSE,Next Day Air,FALSE,FALSE,2,Cash,Annually
3039,56,Female,Jewelry,Accessories,39,Georgia,M,Brown,Summer,4.2,FALSE,Free Shipping,FALSE,FALSE,36,Debit Card,Annually
3040,59,Female,Blouse,Clothing,85,Alabama,L,Blue,Spring,3.2,FALSE,Next Day Air,FALSE,FALSE,31,PayPal,Bi-Weekly
3041,18,Female,Handbag,Accessories,153,Nebraska,M,Gold,Fall,4.1,FALSE,Express,FALSE,FALSE,10,Cash,Fortnightly
3042,48,Female,Handbag,Accessories,54,Rhode Island,M,Orange,Winter,4,FALSE,Express,FALSE,FALSE,27,PayPal,Monthly
3043,53,Female,Coat,Outerwear,156,South Dakota,L,Turquoise,Winter,2.9,FALSE,Next Day Air,FALSE,FALSE,14,PayPal,Every 3 Months
3044,45,Female,Belt,Accessories,96,Illinois,S,Peach,Fall,2.6,FALSE,Store Pickup,FALSE,FALSE,17,Credit Card,Monthly
3045,21,Female,Boots,Footwear,204,North Carolina,M,Magenta,Winter,2.7,FALSE,Free Shipping,FALSE,FALSE,10,Bank Transfer,Quarterly
3046,42,Female,Socks,Clothing,47,Florida,L,Black,Winter,4.6,FALSE,2-Day Shipping,FALSE,FALSE,4,PayPal,Bi-Weekly
3047,60,Female,Shoes,Footwear,59,Pennsylvania,M,White,Spring,3.2,FALSE,Store Pickup,FALSE,FALSE,25,Cash,Every 3 Months
3048,21,Female,Sneakers,Footwear,122,Vermont,M,Violet,Fall,4.1,FALSE,2-Day Shipping,FALSE,FALSE,3,PayPal,Bi-Weekly
3049,69,Female,Jewelry,Accessories,130,Colorado,M,Olive,Summer,3.9,FALSE,Standard,FALSE,FALSE,47,Venmo,Fortnightly
3050,40,Female,Handbag,Accessories,139,Utah,L,Red,Summer,3,FALSE,Next Day Air,FALSE,FALSE,41,Bank Transfer,Bi-Weekly
3051,31,Female,Coat,Outerwear,144,Kentucky,S,Green,Spring,3.6,FALSE,Standard,FALSE,FALSE,28,Venmo,Every 3 Months
3052,44,Female,Sunglasses,Accessories,61,Wyoming,L,Gold,Summer,4.6,FALSE,Express,FALSE,FALSE,49,Debit Card,Every 3 Months
3053,48,Female,Shoes,Footwear,117,Maine,XL,Olive,Spring,4.5,FALSE,Store Pickup,FALSE,FALSE,7,Bank Transfer,Fortnightly
3054,32,Female,Shoes,Footwear,107,Maine,L,Brown,Winter,3.2,FALSE,Next Day Air,FALSE,FALSE,22,Bank Transfer,Monthly
3055,42,Female,Boots,Footwear,28,New Hampshire,S,Magenta,Summer,4.9,FALSE,2-Day Shipping,FALSE,FALSE,34,Venmo,Monthly
3056,27,Female,Sandals,Footwear,66,Kansas,M,Violet,Fall,5,FALSE,Standard,FALSE,FALSE,5,Debit Card,Bi-Weekly
3057,69,Female,Gloves,Accessories,161,New Jersey,M,Beige,Spring,3.8,FALSE,Standard,FALSE,FALSE,15,Cash,Bi-Weekly
